rank,id,title,title_en,authors,artists,tags,publication_demographic,status,year,content_rating,original_language,follows,rating_average,rating_bayesian,comments_replies_count,related_count,related
382,22dbd06d-8d3c-458e-895c-d726abd16dc0,Koiiro no Kyoukai,Border of Love Colors (Touhou Project),Mizuyama Mero (水山めろ),Mizuyama Mero (水山めろ),Romance; Magic; Girls' Love; Fantasy,,completed,2024.0,safe,ja,4785,9.2711,9.136104886874632,15,1,"[{""id"": ""febf0ddb-7ed0-41a1-b662-78ab81212fb9"", ""relation"": ""same_franchise"", ""title"": ""Touhou Project (Franchise)""}]"
383,26e40241-4a4e-4d12-a04d-cb3f7f707100,Urasekai Picnic,Otherside Picnic,Miyazawa Iori,Mizuno Eita,Sci-Fi; Monsters; Action; Psychological; Survival; Adventure; Girls' Love; Military; Gore; Drama; Horror; Fantasy; Slice of Life; Supernatural; Mystery; Adaptation,shounen,ongoing,2018.0,safe,ja,33406,9.1781,9.135434743980012,434,1,"[{""id"": ""a4d68f1b-3a18-4090-92b8-848e5f7730e0"", ""relation"": ""doujinshi"", ""title"": ""Urasekai Picnic - Isshuukan Nue Day (Doujinshi)""}]"
384,a1ab18b2-8544-45d4-a35c-e06a5abafd7f,Trapped,Trapped,PeaCh88,PeaCh88,Comedy; Adventure; Crossdressing; Isekai; Web Comic; Supernatural,,hiatus,2017.0,safe,en,7361,9.2014,9.135037218086882,96,0,[]
385,b905f827-8d48-4948-b58c-0d6fd330d10d,BLAME!,BLAME!,Nihei Tsutomu,Nihei Tsutomu,Thriller; Sci-Fi; Action; Psychological; Survival; Adventure; Post-Apocalyptic; Gore; Drama; Horror; Mystery,seinen,completed,1997.0,safe,ja,32754,9.176,9.134991908143776,61,6,"[{""id"": ""0988efc2-2574-41e8-a5b3-99e798f1cec3"", ""relation"": ""spin_off"", ""title"": ""Blame Gakuen! And So On""}, {""id"": ""5a355d26-13cb-4b05-b904-e15f8b458b48"", ""relation"": ""side_story"", ""title"": ""BLAME! and so on""}, {""id"": ""6075ba2d-0896-48ee-9eb3-bb39803656d5"", ""relation"": ""shared_universe"", ""title"": ""Sabrina & Abba""}, {""id"": ""77e79c39-9c8e-475c-b060-46cb47e471f4"", ""relation"": ""side_story"", ""title"": ""BLAME! Movie Edition: The Electrofishers' Escape""}, {""id"": ""9d6393a0-e651-496d-9c68-465b7ee5fad2"", ""relation"": ""prequel"", ""title"": ""NOiSE""}, {""id"": ""e0bfebb0-4821-443d-8bdb-dc047c7a9e2b"", ""relation"": ""side_story"", ""title"": ""BLAME! Fort of Silicon Creatures""}]"
386,b7af9467-a5d3-470a-86e9-b5ae4a82e0cd,JoJo no Kimyou na Bouken: Part 4 - Diamond wa Kudakenai Color-ban,"JoJo's Bizarre Adventure, Part 4: Diamond Is Unbreakable - Digital Colored Comics",Araki Hirohiko,Araki Hirohiko,Official Colored; Action; Psychological; Comedy; Adventure; Drama; School Life; Horror; Fantasy; Delinquents; Slice of Life; Supernatural; Mystery,shounen,completed,2013.0,safe,ja,11223,9.1827,9.134931255689906,23,15,"[{""id"": ""15aec059-f64e-4353-bc80-04017227216a"", ""relation"": ""doujinshi"", ""title"": ""JoJo's Bizarre Adventure - Papa to Jolyne to Josuke to! (Doujinshi)""}, {""id"": ""1fd20767-f5fc-4228-a2fc-c88497eee318"", ""relation"": ""doujinshi"", ""title"": ""JoJo x Death Note (Doujinshi)""}, {""id"": ""2fde00f4-6795-4a48-96a7-d83063d7fe63"", ""relation"": ""doujinshi"", ""title"": ""JoJo's Bizarre Adventure - 19990508 (Doujinshi)""}, {""id"": ""308fa042-5e96-4f31-9404-ddf6a62f7219"", ""relation"": ""doujinshi"", ""title"": ""JoJo's Bizarre Adventure - TRSK LOG (Doujinshi)""}, {""id"": ""32c42592-803d-42ea-9081-a0392b242988"", ""relation"": ""side_story"", ""title"": ""Under Execution, Under Jailbreak""}, {""id"": ""51f7d9fc-256e-4160-add1-ab9652f32ae1"", ""relation"": ""prequel"", ""title"": ""JoJo no Kimyou na Bouken: Part 3 - Stardust Crusaders Color-ban""}, {""id"": ""563c8730-a22e-4889-8a57-9b813e113002"", ""relation"": ""side_story"", ""title"": ""Kishibe Rohan Louvre e Iku""}, {""id"": ""67e8e880-1777-4be9-b811-10a99470c7ce"", ""relation"": ""doujinshi"", ""title"": ""JoJo's Bizarre Adventure - UNDER GROUND (Doujinshi)""}, {""id"": ""78647417-f64e-4fa7-bb57-b286a5a59453"", ""relation"": ""doujinshi"", ""title"": ""JoJo's Bizarre Adventure - JOJO's SUMMER (Doujinshi)""}, {""id"": ""9674ffaf-e941-4a47-bd84-eb618fcf3b46"", ""relation"": ""doujinshi"", ""title"": ""JoJo's Bizarre Adventure - Morioh Town oBon Holiday '99 (Doujinshi)""}, {""id"": ""b9553cd6-ac35-41a0-b7fd-6efaf029760f"", ""relation"": ""side_story"", ""title"": ""Kishibe Rohan wa Ugokanai""}, {""id"": ""d30e506c-df4f-407f-ae8e-9dfcc440c2ef"", ""relation"": ""doujinshi"", ""title"": ""Toshikazu Hazamada's Questionable Adventure""}, {""id"": ""dd1e758d-4c18-4648-91eb-942502087eb7"", ""relation"": ""doujinshi"", ""title"": ""JoJo's Bizarre Adventure - Little Jolyne Goes to Morioh (Doujinshi)""}, {""id"": ""e300e9a0-3d02-40df-b8b6-d0446e80faeb"", ""relation"": ""doujinshi"", ""title"": ""Morioh's Late Night Mystery""}, {""id"": ""fd917921-5e97-479f-b22c-5d7f00e1c830"", ""relation"": ""sequel"", ""title"": ""JoJo no Kimyou na Bouken: Part 5 - Ougon no Kaze Color-ban""}]"
387,39e55355-dfb4-44e9-bd0b-df1fc3a0e33e,Geunyeo ga Gongjagjeo lo Gaya Haessdeon Sajeong,The Reason Why Raeliana Ended up at the Duke’s Mansion,Milcha (밀차),Whale (고래),Reincarnation; Long Strip; Romance; Comedy; Isekai; Drama; Web Comic; Adaptation; Full Color,,completed,2017.0,safe,ko,65474,9.1522,9.133244599483351,809,0,[]
388,8bd19e5c-94f7-4368-a918-50f463857446,Kuroshitsuji,Black Butler,Toboso Yana,Toboso Yana,Historical; Monsters; Action; Demons; Psychological; Comedy; Zombies; Crossdressing; Gore; Drama; Horror; Fantasy; Police; Slice of Life; Supernatural; Mystery; Tragedy,shounen,ongoing,2006.0,safe,ja,21807,9.2161,9.133123480341773,45,11,"[{""id"": ""1ac2162f-8c84-42db-87f0-2fe5ccd09c77"", ""relation"": ""doujinshi"", ""title"": ""Change!""}, {""id"": ""35d012ac-dee0-4e6c-bb56-8ce825713119"", ""relation"": ""spin_off"", ""title"": ""Kuroshitsuji Anthology Comic: Nijishitsuji""}, {""id"": ""40870a82-1337-4d6d-a158-a5be1776627a"", ""relation"": ""doujinshi"", ""title"": ""Kuroshitsuji - Under the Rose (Doujinshi)""}, {""id"": ""4a50aa8a-3d9d-4fc0-b280-6a7f62f8f2a9"", ""relation"": ""doujinshi"", ""title"": ""Kuroshitsuji - Night and Day (Doujinshi)""}, {""id"": ""4bd34b2e-f3bb-4288-b715-77dc5be9a612"", ""relation"": ""doujinshi"", ""title"": ""Kuroshitsuji - Cheshire (Doujinshi)""}, {""id"": ""53452650-1b64-4c8d-8535-990825ff2e85"", ""relation"": ""doujinshi"", ""title"": ""Black Butler - Slow (Doujinshi)""}, {""id"": ""64f2ff4c-0a3c-469b-8a81-7f3fdbb1b2c4"", ""relation"": ""doujinshi"", ""title"": ""Black Butler - Birdcage (Doujinshi)""}, {""id"": ""972fc738-4660-4402-a205-e02dff9e2c74"", ""relation"": ""doujinshi"", ""title"": ""Kuroshitsuji - Fully Fully (Doujinshi)""}, {""id"": ""9ddcaeec-813b-4381-8fe1-e2867bcfd2d5"", ""relation"": ""doujinshi"", ""title"": ""Kuroshitsuji - Love Doll (Doujinshi)""}, {""id"": ""d7309de3-a051-4a81-a9d5-7e2693ad528d"", ""relation"": ""doujinshi"", ""title"": ""Black Butler - Devil Moralism (Doujinshi)""}, {""id"": ""dc1d3f3a-20f7-4eaf-823f-f74845a27da1"", ""relation"": ""doujinshi"", ""title"": ""Black Butler - Bocchan, There's a Problem (Doujinshi)""}]"
389,6feb755d-34a4-4bd4-a642-652977db4552,Spy x Family - Anya and Damian (Doujinshi),Spy x Family - Anya and Damian (Doujinshi),m_nmy01,Hinamori,Romance; Comedy; Doujinshi; School Life; Full Color,,ongoing,,safe,ja,4442,9.3556,9.132458642391159,40,1,"[{""id"": ""6b958848-c885-4735-9201-12ee77abcb3c"", ""relation"": ""based_on"", ""title"": ""SPY×FAMILY""}]"
390,f0f62b75-5989-4f32-9b59-ab56abe35fc1,Return of the Blossoming Blade,Return of the Blossoming Blade,Biga (비가),LICO,Reincarnation; Time Travel; Action; Long Strip; Comedy; Martial Arts; Adventure; Fantasy; Web Comic; Adaptation; Full Color,,ongoing,2021.0,safe,ko,9836,9.2688,9.132327496766086,8,1,"[{""id"": ""95c7accc-3b55-4790-9fa4-54383c447406"", ""relation"": ""shared_universe"", ""title"": ""Chronicles of the Lazy Sovereign""}]"
391,d5208b9d-5233-4672-bf5c-6e7d23767e37,J⇔M,JM,Ohtake Masao,Ohtake Masao,Genderswap; Action; Comedy; School Life,seinen,ongoing,2023.0,safe,ja,10614,9.2384,9.132235079290464,64,0,[]
392,30f3ac69-21b6-45ad-a110-d011b7aaadaa,Tonikaku Kawaii,Fly Me to The Moon,Hata Kenjiro,Hata Kenjiro,Romance; Comedy; Slice of Life,shounen,ongoing,2018.0,safe,ja,95989,9.1445,9.131555236281494,886,4,"[{""id"": ""590fd677-394f-440b-94cc-4468991cbe55"", ""relation"": ""doujinshi"", ""title"": ""MOUSOU THEATER (Doujinshi)""}, {""id"": ""9a247e9e-3f89-4bc9-bd33-6b36616502b9"", ""relation"": ""shared_universe"", ""title"": ""Hayate no Gotoku!""}, {""id"": ""e4429b48-f543-47cd-ad2d-39e73ab264e5"", ""relation"": ""shared_universe"", ""title"": ""100-nichigo ni Kekkon Suru Futari""}, {""id"": ""eb331280-deee-437c-b681-2fb7f8f2e59c"", ""relation"": ""doujinshi"", ""title"": null}]"
393,b9c6525a-b113-49af-8251-bf12b9a0f67c,Kindan Shitei de Breakthrough ~Boy Meets Satan~,Breakthrough With The Forbidden Master ~Boy Meets Satan~,Anikkii Burazzaa,Etou Yona,Action; Demons; Ghosts; Romance; Comedy; Martial Arts; Adventure; Magic; Harem; Drama; School Life; Fantasy; Adaptation,shounen,completed,2020.0,safe,ja,50518,9.1518,9.130630150632351,444,0,[]
394,a8aabcc9-0531-4f32-b202-1589fbc5fde3,"Totsukuni no Shoujo - Siúil, a Rún","The Girl From the Other Side: Siúil, a Rún",Nagabe,Nagabe,Demons; Drama; Horror; Fantasy; Supernatural; Mystery,shounen,completed,2015.0,safe,ja,18547,9.2128,9.130107469374313,62,0,[]
395,47ab4765-d03f-4f6f-ab61-044c66170f8e,Kkot eun Mikkiya,Flowers of Allure,Dry Fish Girl (건어물녀),Godago,Long Strip; Romance; Drama; Mystery; Adaptation; Full Color,,ongoing,2025.0,erotica,ko,6042,9.3323,9.130107400093468,7,0,[]
396,384308ae-cf17-490c-9a9e-8bb0db90c3e6,The Villain's Survival Route,The Villain's Survival Route,Jee Gab Song (지갑송),Daon Creative (다온크리에이티브),Reincarnation; Action; Psychological; Long Strip; Comedy; Harem; Isekai; Drama; School Life; Fantasy; Web Comic; Adaptation; Full Color; Tragedy,,ongoing,2025.0,safe,ko,28224,9.177,9.129987191920902,56,0,[]
397,0953cced-141c-490f-a5d2-a359587be7f1,Futari Ashita mo Sorenari ni,"It Takes Two Tomorrow, Too",Suzuyuki,Suzuyuki,Romance; Comedy; Office Workers; Slice of Life,seinen,completed,2019.0,safe,ja,55234,9.151,9.129315091295727,280,0,[]
398,f30a2fd3-cf2c-4f77-9910-51a908459a82,Otome Game no Heroine de Saikyou Survival,The Otome Heroine's Fight for Survival,Harunohi Biyori,Wakasa Kobato,Reincarnation; Action; Survival; Adventure; Crossdressing; Magic; Drama; Fantasy; Villainess; Adaptation,shounen,ongoing,2021.0,safe,ja,50783,9.1516,9.128264961346202,70,0,[]
399,c26269c7-0f5d-4966-8cd5-b79acb86fb7a,Sewayaki Kitsune no Senko-san,The Helpful Fox Senko-san,Rimukoro,Rimukoro,Animals; Romance; Comedy; Office Workers; Magic; Fantasy; Monster Girls; Slice of Life; Cooking; Supernatural,seinen,hiatus,2017.0,safe,ja,56002,9.1506,9.12819332976317,372,2,"[{""id"": ""112fc7c8-3061-4371-ba3b-1e8f74cd5dff"", ""relation"": ""doujinshi"", ""title"": ""Sewayaki Kitsune no Senko-san - 800-Nen no Yakusoku (Doujinshi)""}, {""id"": ""90c7a733-0f38-4cf7-b6cb-17c94406c86f"", ""relation"": ""shared_universe"", ""title"": ""The Terrifying Hitman and the Little Girl He Took in""}]"
400,f110d48a-8461-428e-bbcb-5ae3c0d53d25,Mietemasu yo! Aizawa-san,"I See You, Aizawa-san!",Odoroo Dorothy,Odoroo Dorothy,Ghosts; Romance; Comedy; Girls' Love; Drama; School Life; Horror; Supernatural,seinen,ongoing,2022.0,safe,ja,27512,9.1651,9.127952187185548,35,0,[]
401,94bfc769-f5e5-4f88-838c-4f69e7a663c2,Kuchi ga Saketemo Kimi Ni Wa,Kuchi ga Saketemo Kimi Ni Wa,Kajimoto Akari,Kajimoto Akari,Romance; Comedy; Monster Girls; Slice of Life; Supernatural,,completed,2020.0,safe,ja,45561,9.1621,9.12713242775026,93,1,"[{""id"": ""1c5a193e-973e-4ddd-90fc-4e09e5da4c18"", ""relation"": ""alternate_story"", ""title"": ""Kuchi ga Saketemo Kimi ni wa (Webcomic)""}]"
402,da25c95f-e062-48ea-b5a0-9b51aeeddc05,Zeikin de Katta Hon,Books Bought With Taxes,Zuino,Keiyama Kei,Comedy; Drama; Delinquents; Slice of Life,seinen,ongoing,2021.0,safe,ja,16815,9.2188,9.126590341508155,34,0,[]
403,ea889b36-7159-44d0-9eef-1dda6125828e,Yeon-u ui Sunjeong,Yeonwoo's Innocence,Esol,Esol,Long Strip; Romance; Comedy; Sexual Violence; Philosophical; School Life; Slice of Life; Full Color,,completed,2020.0,safe,ko,14330,9.2105,9.125268633992501,94,0,[]
404,eab876cc-a233-4d73-a6c3-a94e7baa70be,Your Lie in April,Your Lie in April,Arakawa Naoshi,Arakawa Naoshi,Award Winning; Comedy; Drama; School Life; Slice of Life; Music; Tragedy,shounen,completed,2011.0,safe,ja,5276,9.255,9.12494901720755,16,1,"[{""id"": ""0c403ddd-24f3-4c55-b699-b50cc025381b"", ""relation"": ""prequel"", ""title"": ""Shigatsu wa Kimi no Uso - Coda""}]"
405,9ef97eba-e0bc-452c-9ed0-bfb645d9b536,Hitoribocchi no Marumaru Seikatsu,Bocchi Hitori's ____ Life,Katsuwo,Katsuwo,Comedy; 4-Koma; School Life; Slice of Life,shounen,completed,2013.0,safe,ja,21173,9.185,9.124199585357607,120,3,"[{""id"": ""7b662cfb-fe02-43bd-9083-742e1af1aba4"", ""relation"": ""doujinshi"", ""title"": ""Bocchi-sensei! Teach me Scanlation!""}, {""id"": ""986fff4e-7ed9-4ad8-9b98-69da338c0ed8"", ""relation"": ""shared_universe"", ""title"": ""Mitsuboshi Colors""}, {""id"": ""d1c0d3f9-f359-467c-8474-0b2ea8e06f3d"", ""relation"": ""doujinshi"", ""title"": ""Bocchi-sensei! Teach me MangaDex! [OBSOLETE]""}]"
406,770c61b9-0ef2-460b-8c25-c10ab23349ce,Akebi-chan no Sailor Fuku,Akebi-chan's Sailor Uniform,Hiro (博),Hiro (博),Romance; Girls' Love; School Life; Slice of Life,seinen,ongoing,2016.0,suggestive,ja,34154,9.1665,9.123916214647183,215,0,[]
407,67e56a7a-c7ea-4db8-84f0-db19c2034729,Seasons of Blossom,Seasons of Blossom,HongDuck (홍덕),NEMONE,Long Strip; Romance; Comedy; Drama; School Life; Web Comic; Full Color; Tragedy,,completed,2020.0,safe,ko,10244,9.228,9.122745282012518,161,1,"[{""id"": ""29ca9de0-b633-4756-b4f3-c3bef1ee4f9e"", ""relation"": ""sequel"", ""title"": ""Cheongchun Love-some""}]"
408,1515d3bb-f8d3-4154-9423-e15f9e3088be,Fami-res Iko.,Let's go to the FamiRes.,Wayama Yama,Wayama Yama,Comedy; Drama; School Life; Slice of Life; Cooking,seinen,completed,2020.0,safe,ja,2726,9.4619,9.122677012829154,6,1,"[{""id"": ""212e9236-c0e3-4e85-ae92-087495820251"", ""relation"": ""main_story"", ""title"": ""Karaoke Iko!""}]"
409,0d31587d-cec8-4bb6-89dd-cb0e4dde5b14,Umineko WHEN THEY CRY Episode 8: Twilight of the Golden Witch,Umineko WHEN THEY CRY Episode 8: Twilight of the Golden Witch,Ryukishi07,Natsumi Kei,Action; Psychological; Romance; Drama; Horror; Fantasy; Supernatural; Mystery; Tragedy,shounen,completed,2012.0,safe,ja,1712,9.5515,9.122243779161817,11,2,"[{""id"": ""15e4d8b9-2a1e-4db0-82a9-ecd92411a0b8"", ""relation"": ""prequel"", ""title"": ""Umineko WHEN THEY CRY Episode 7: Requiem of the Golden Witch""}, {""id"": ""bc056512-7d4a-475b-b93b-7d9b09ffb016"", ""relation"": ""doujinshi"", ""title"": ""Umineko When They Cry Episode Collection""}]"
410,c3678460-e2c8-4dc1-b7c9-7418bdec14bc,Mother's Contract Marriage,Mother's Contract Marriage,Siya,Choo Hae-Yun,Long Strip; Romance; Magic; Drama; Fantasy; Web Comic; Adaptation; Full Color,,ongoing,2022.0,safe,ko,10093,9.2525,9.122041657188607,9,0,[]
411,0550851a-961b-4b34-9684-4b2901e62079,Moto Azadarake no Kanojo ga Shinpai de,"I'm Worried About My Girlfriend, Who Used to be Covered in Bruises",Kuga Tsuniya,Kuga Tsuniya,Romance; Web Comic; Slice of Life,,ongoing,2024.0,safe,ja,34558,9.1633,9.12161219542185,36,4,"[{""id"": ""17447693-cb65-493d-8e21-dafb22d8340f"", ""relation"": ""prequel"", ""title"": ""Azadarake no Classmate ga Shinpai de""}, {""id"": ""1d977237-2064-472f-b706-1306197229f7"", ""relation"": ""side_story"", ""title"": ""Moto Azadarake no Kanojo to Yoru [R18]""}, {""id"": ""3424f156-149b-4942-a1d9-c1ad76e59174"", ""relation"": ""side_story"", ""title"": null}, {""id"": ""ddd02306-939d-4431-bb8f-de39ec7d59aa"", ""relation"": ""side_story"", ""title"": null}]"
412,b6886009-e60b-44a7-abc2-a575765277ba,D.Gray-man,D.Gray-man,Hoshino Katsura,Hoshino Katsura,Monsters; Action; Demons; Adventure; Magic; Gore; Fantasy; Mystery,shounen,ongoing,2004.0,safe,ja,25868,9.1928,9.121284294256903,72,8,"[{""id"": ""4aeead4c-c5c1-4405-8a82-51d990255797"", ""relation"": ""doujinshi"", ""title"": ""D.Gray-man - Stainless (Doujinshi)""}, {""id"": ""536d9a77-cd12-4bed-9769-2ed8a931e037"", ""relation"": ""doujinshi"", ""title"": ""D.Gray Man - PINK PRISONER (Doujinshi)""}, {""id"": ""6beead77-6f6a-4f17-83d7-866c6b88cdd3"", ""relation"": ""doujinshi"", ""title"": ""D.Gray-man - Ikenai Allen-tan PURE WHITE (Doujinshi)""}, {""id"": ""7e05f6e9-5724-4a61-9c83-9215934d1bd1"", ""relation"": ""spin_off"", ""title"": ""Continue""}, {""id"": ""878d94d6-7f96-40db-b095-6421a8dda6bb"", ""relation"": ""doujinshi"", ""title"": ""D.Gray-man - Kiss of Life (Doujinshi)""}, {""id"": ""8b98900b-4ef9-4698-a853-4ad5b423ef46"", ""relation"": ""doujinshi"", ""title"": ""D.Gray-Man - Mugen (Doujinshi)""}, {""id"": ""c1b92aa5-a0a8-439c-afa1-9531b5b16408"", ""relation"": ""doujinshi"", ""title"": ""D.Gray-man - Boku no Wagamama, Kimi no Ai (Doujinshi)""}, {""id"": ""d1e80bce-610a-4ac7-b253-00c272691b6f"", ""relation"": ""doujinshi"", ""title"": ""D.Gray-man - Yokubari Sweet Angel Betsubara! (Doujinshi)""}]"
413,08e1f85a-bb12-4fe4-aec5-0d7a80b3a261,AnonBlack's Typesetting Guide,AnonBlack's Typesetting Guide,AnonBlack,AnonBlack,Long Strip; Self-Published,,completed,2019.0,safe,en,1333,9.5675,9.12096529339619,18,2,"[{""id"": ""7b662cfb-fe02-43bd-9083-742e1af1aba4"", ""relation"": ""shared_universe"", ""title"": ""Bocchi-sensei! Teach me Scanlation!""}, {""id"": ""b45f066b-bf02-41f6-8456-b47da7843101"", ""relation"": ""shared_universe"", ""title"": ""Ero-Otoko's Guide to Translating and Editing""}]"
414,4febaf1e-924d-4d2a-a446-baa0bf52e8ef,Instant Regret,Instant Regret,Katou Takuji,Katou Takuji,Romance; Comedy; Magic; Drama; Fantasy; Monster Girls; Web Comic,,completed,2021.0,suggestive,ja,28513,9.1518,9.119156222645323,20,1,"[{""id"": ""5418be97-515b-492b-8827-ec0590747ba9"", ""relation"": ""alternate_version"", ""title"": ""Backyard Junk Universe""}]"
415,9f6ad04e-a9e9-4257-b7cf-dc10f8b99a5a,Monotone Blue,Monotone Blue,Nagabe,Nagabe,Animals; Romance; Boys' Love; Drama; School Life; Slice of Life,,completed,2019.0,safe,ja,5802,9.198,9.11837294611582,35,1,"[{""id"": ""9b4ebb5c-f76c-4ec8-89d0-fd0518032b79"", ""relation"": ""same_franchise"", ""title"": ""Wizdoms""}]"
416,8aa1fb77-c86e-41db-adfb-0737c3438113,Watashi no Shiawase na Kekkon,Watashi no Shiawase na Kekkon,Agitogi Akumi,Kousaka Rito,Historical; Romance; Drama; Supernatural; Adaptation,shoujo,ongoing,2019.0,safe,ja,37604,9.162,9.115109112644639,305,0,[]
417,ab30c57c-ce2e-4c3b-b2a4-fea7b2f02ca1,The Fable: The second contact,,Minami Katsuhisa,Minami Katsuhisa,Thriller; Comedy; Crime; Mafia; Sexual Violence; Gore; Drama,seinen,completed,2021.0,suggestive,ja,10286,9.2048,9.114827714621812,18,2,"[{""id"": ""5209fe10-4a14-403f-8837-2ccf8cced253"", ""relation"": ""prequel"", ""title"": ""The Fable""}, {""id"": ""d0e170c2-7b36-4040-b9b1-394f27c0400e"", ""relation"": ""sequel"", ""title"": ""The Fable: The third secret""}]"
418,d7576e72-0301-4ed3-9137-722ed768bfda,Lonely Girl ni Sakaraenai,I Can't Say No to the Lonely Girl,Kashikaze,Kashikaze,Romance; Girls' Love; Drama; School Life,,completed,2019.0,safe,ja,53112,9.127,9.11445048018365,183,3,"[{""id"": ""03cba9f4-6fc9-4840-8f56-c31af5d05174"", ""relation"": ""spin_off"", ""title"": ""Lonely Girl ni Hanataba o""}, {""id"": ""7984732d-5912-4a11-b42d-737ed5e6cb4c"", ""relation"": ""spin_off"", ""title"": null}, {""id"": ""9cb600fb-c1a7-4116-913c-72002f634392"", ""relation"": ""spin_off"", ""title"": null}]"
419,43541d36-7996-472b-aefb-72f640c29eda,The Girl I Like Forgot Her Glasses - Twitter Side Stories,The Girl I Like Forgot Her Glasses - Twitter Side Stories,Fujichika Koume,Fujichika Koume,Romance; Comedy; School Life; Web Comic; Slice of Life,,completed,2018.0,safe,ja,4784,9.3996,9.113614960729208,2,3,"[{""id"": ""6d6d9fda-5cd3-40ac-948b-776b1a1a0eb1"", ""relation"": ""main_story"", ""title"": ""Suki na Ko ga Megane wo Wasureta""}, {""id"": ""8cb045fe-2f2a-4688-b303-0de6247e2701"", ""relation"": ""same_franchise"", ""title"": ""The Girl I Like Forgot Her Glasses (Pre-Serialization)""}, {""id"": ""dc3bce3d-f31f-4380-aa90-415d5a950757"", ""relation"": ""shared_universe"", ""title"": ""The Girl I Like Forgot Her Glasses - pixiv Side Stories""}]"
420,e4573044-ca38-4b83-bcc5-9e3a7c0b764b,"Haikei, Arishi Hi ni Saku Hanatachi e",Dear Flowers That Bloom In Days of Yore,Igarashi Jun ,Igarashi Jun ,Romance; Girls' Love; Drama; School Life,seinen,ongoing,2024.0,suggestive,ja,9422,9.2132,9.11354721480761,33,0,[]
421,dd7632cf-1317-4878-8fd6-9a38fadad76a,"Starting Today, It's My Turn!!","Starting Today, It's My Turn!!",Nishimori Hiroyuki,Nishimori Hiroyuki,Thriller; Action; Romance; Comedy; Adventure; Drama; School Life; Delinquents; Slice of Life,shounen,completed,1988.0,safe,ja,3028,9.3467,9.113080169863462,16,1,"[{""id"": ""488576f6-6fec-45aa-97ef-8d6dfaece422"", ""relation"": ""alternate_story"", ""title"": ""From Today, It's My Turn!!: Arc of Sagawa the Hero & Those Two""}]"
422,d8adcc66-b2a3-4c0c-a8b4-c6f2f0538b90,Azumanga Daioh,Azumanga Daioh,Azuma Kiyohiko,Azuma Kiyohiko,Monsters; Animals; Comedy; 4-Koma; Drama; School Life; Slice of Life,shounen,completed,1999.0,safe,ja,5132,9.3203,9.112304390461375,18,7,"[{""id"": ""107be290-6a4b-4974-a9c5-3761a2514823"", ""relation"": ""spin_off"", ""title"": ""Azumanga Daioh (2009 Print)""}, {""id"": ""58be6aa6-06cb-4ca5-bd20-f1392ce451fb"", ""relation"": ""shared_universe"", ""title"": ""Yotsuba to!""}, {""id"": ""6df9969e-317f-46ff-86a9-6ff8664f568c"", ""relation"": ""side_story"", ""title"": ""Azumanga Daioh: Extra Lessons""}, {""id"": ""79424f8b-0ead-4394-9033-24c25f709248"", ""relation"": ""spin_off"", ""title"": ""Osaka Expo (Azumanga Daioh 10th Anniversary Tribute)""}, {""id"": ""89b31542-13f4-489a-b46a-afd2303b311d"", ""relation"": ""doujinshi"", ""title"": ""Kaiten (Kaiten Sommelier)""}, {""id"": ""a7b370a7-be03-49c2-a4d4-7f4b7bce4c7b"", ""relation"": ""doujinshi"", ""title"": ""Fist of the North Star & Azumanga DaiOH - Azumanga Ken-oh (Doujinshi)""}, {""id"": ""fb08f555-5963-4b90-a411-8dbe13b1d113"", ""relation"": ""doujinshi"", ""title"": ""Azumanga Daioh - Attachment (Doujinshi)""}]"
423,de285fba-3f4d-4636-b526-b8f0b7ca3475,Boy meets Maria,Boy meets Maria,Eguchi Kousei,Eguchi Kousei,Psychological; Romance; Boys' Love; Sexual Violence; Crossdressing; School Life,,completed,2017.0,safe,ja,11767,9.15,9.112000614964945,58,0,[]
424,8573d280-7f60-411d-b146-c97dca3c62f2,Osananananajimi,We're J-Just Childhood Friends,Yukimori Nene,Yukimori Nene,Romance; Comedy; School Life; Slice of Life,seinen,ongoing,2025.0,suggestive,ja,41447,9.1539,9.111709076706246,41,0,[]
425,9f9fa579-6320-4d01-943b-5be5356e1995,Harten,Harten,Jun (NAVIGAVI),Jun (NAVIGAVI),Monsters; Action; Survival; Gore; Horror; Fantasy; Web Comic; Tragedy,,ongoing,2025.0,safe,ja,58068,9.1424,9.1110841517716,70,0,[]
