rank,id,title,title_en,authors,artists,tags,publication_demographic,status,year,content_rating,original_language,follows,rating_average,rating_bayesian,comments_replies_count,related_count,related
426,ddcebfa2-05a0-4fcd-9cd4-60d779c38f2c,Karakai Jouzu no (Moto) Takagi-san,Teasing Master (Former) Takagi-san,Yamamoto Souichirou; Inaba Mifumi,Inaba Mifumi,Romance; Comedy; Slice of Life,shounen,completed,2017.0,safe,ja,48687,9.1363,9.110339496183324,279,8,"[{""id"": ""1ab5f7e0-7768-457c-9f63-19471b6503cc"", ""relation"": ""shared_universe"", ""title"": ""Kunoichi Tsubaki no Mune no Uchi""}, {""id"": ""3673409f-7e00-40b2-a762-88baa497c8a6"", ""relation"": ""sequel"", ""title"": ""Karakai Jouzu (?) no Nishikata-san""}, {""id"": ""3ac9fd03-e3de-4520-90aa-d9fc002eac0a"", ""relation"": ""shared_universe"", ""title"": ""Fudatsuki no Kyouko-chan""}, {""id"": ""6e445564-d9a8-4862-bff1-f4d6be6dba2c"", ""relation"": ""prequel"", ""title"": ""Karakai Jouzu no Takagi-san""}, {""id"": ""b3d3727b-d22e-4719-acd2-cf34510b1bb8"", ""relation"": ""alternate_story"", ""title"": ""Ashita wa Doyoubi""}, {""id"": ""ec0c3cbf-dc3d-4df2-b2c6-2af7ad41541e"", ""relation"": ""shared_universe"", ""title"": ""Mane Mane Nichi Nichi""}, {""id"": ""f7556f3f-428f-4ee0-91dd-ff6123add767"", ""relation"": ""sequel"", ""title"": ""Nishikata-chan""}, {""id"": ""fb8eac2f-3f65-4602-afb6-9a7724227364"", ""relation"": ""alternate_story"", ""title"": ""Koi ni Koisuru Yukari-chan""}]"
427,8572da1b-3b5d-44aa-a40c-8a92b512c336,Dungeon no Osananajimi,Dungeon Friends Forever,Kuma Yasuhisa,Kuma Yasuhisa,Monsters; Action; Romance; Comedy; Adventure; Fantasy; Monster Girls; Slice of Life,shounen,ongoing,2022.0,safe,ja,53063,9.1387,9.110070136736393,27,1,"[{""id"": ""80a6118c-7caf-4e33-a926-694e617f8019"", ""relation"": ""shared_universe"", ""title"": ""Orc ga Onnakishi wo Ikusei shitemita""}]"
428,6da0b34b-db19-491a-b85c-6e31e0986f15,Black Lagoon,Black Lagoon,Hiroe Rei,Hiroe Rei,Action; Crime; Survival; Mafia; Office Workers; Military; Gore; Drama,seinen,ongoing,2002.0,suggestive,ja,24784,9.21,9.110001470796186,42,18,"[{""id"": ""0fbcdc4e-c990-40e5-a9b0-4d0816206783"", ""relation"": ""spin_off"", ""title"": ""Black Lagoon - Eda - initial stage""}, {""id"": ""106a7698-166c-4329-b25b-8df722414667"", ""relation"": ""doujinshi"", ""title"": ""Black Lagoon - El Mundo Completo (Doujinshi)""}, {""id"": ""1b3cdf41-2532-403d-a7e3-03a92f8797fb"", ""relation"": ""doujinshi"", ""title"": ""Black Lagoon - Threaten (Doujinshi)""}, {""id"": ""389611cc-5496-4b63-bea1-58ae4c479ccc"", ""relation"": ""doujinshi"", ""title"": ""Black Lagoon - Distorted Love (Doujinshi)""}, {""id"": ""40cc5e35-5d48-4235-b98e-c2574811cb5c"", ""relation"": ""doujinshi"", ""title"": ""Black Lagoon - Sick From Drinking (Doujinshi)""}, {""id"": ""4cc6e60c-69cb-4e8a-a6d6-fe3b89b6a7d9"", ""relation"": ""doujinshi"", ""title"": ""Black Lagoon - Welcome to the Fuckin' Paradise (Doujinshi)""}, {""id"": ""6a8e414c-6ba9-45e7-bf1c-2214a02c0613"", ""relation"": ""spin_off"", ""title"": ""Black Lagoon: Sawyer the Cleaner - Dismemberment! Gore Gore Girl""}, {""id"": ""6be714aa-3174-4abd-8cbe-788a30cbe3f7"", ""relation"": ""doujinshi"", ""title"": ""Black Lagoon - Sleeping Revy (Doujinshi)""}, {""id"": ""781d4152-2fd2-4b94-b112-979eea14c352"", ""relation"": ""doujinshi"", ""title"": ""Black Lagoon - R of Blacklagoon. (Doujinshi)""}, {""id"": ""7a6d6cf9-a74e-4575-9fca-8f739e827208"", ""relation"": ""doujinshi"", ""title"": ""Black Lagoon - Illegal Medicine (Doujinshi)""}, {""id"": ""7bb2b1b6-360a-4c85-a8f8-0360f0027516"", ""relation"": ""doujinshi"", ""title"": ""Black Lagoon - Hotel Moscow Matryoshka na Hibi (Doujinshi)""}, {""id"": ""99a94139-5821-4011-a3c7-30b58fae644b"", ""relation"": ""doujinshi"", ""title"": ""Black Lagoon - Maid in Roanapur""}, {""id"": ""c1d0f484-aa68-42a1-a16e-9d84d5f118e6"", ""relation"": ""doujinshi"", ""title"": ""Black Lagoon - Waka-sama to Maid (Doujinshi)""}, {""id"": ""c3606692-8f45-4f2b-89d2-3ac3d8acd640"", ""relation"": ""spin_off"", ""title"": ""BLACK LAGOON Dokuhon""}, {""id"": ""c81e953f-f0ef-44ae-b5a9-1b2119defb68"", ""relation"": ""doujinshi"", ""title"": ""Black Lagoon - Honeoridoku (Doujinshi)""}, {""id"": ""e559003d-6abf-4b63-9b4a-6db4f1ff1feb"", ""relation"": ""doujinshi"", ""title"": ""Black Lagoon - Super Big Size (Doujinshi)""}, {""id"": ""ef4b8dc0-ff1b-41e3-b58c-390787bf3705"", ""relation"": ""doujinshi"", ""title"": ""Black Lagoon - Paraphilia (Doujinshi)""}, {""id"": ""f667a08c-6be9-4ded-aa9b-8a1618a993ed"", ""relation"": ""doujinshi"", ""title"": ""Black Lagoon - Secret (Doujinshi)""}]"
429,34e45b02-b5c8-4a4b-a21a-7b5059391dc8,Fumetsu no Anata e,"To You, The Immortal",Ooima Yoshitoki,Ooima Yoshitoki,Award Winning; Reincarnation; Adventure; Drama; Supernatural; Mystery; Tragedy,shounen,completed,2016.0,safe,ja,49260,9.1376,9.109913846104051,369,0,[]
430,cddd1849-ab36-4304-8103-06ba4062b5e6,Kubo-san wa Mob wo Yurusanai,Kubo Won't Let Me Be Invisible,Yukimori Nene,Yukimori Nene,Romance; Comedy; School Life; Slice of Life,seinen,completed,2019.0,safe,ja,102464,9.1181,9.107447197863593,540,0,[]
431,866b3256-125d-4527-be9c-952cd7c89ea6,Zettai BL ni Naru Sekai vs. Zettai BL ni Naritakunai Otoko,A World Where Everything Definitely Becomes BL vs. The Man Who Definitely Doesn't Want To Be In A BL,Konkichi,Konkichi,Comedy; Boys' Love; Slice of Life,,ongoing,2018.0,safe,ja,18608,9.1623,9.107045598170007,169,0,[]
432,30c8bf1c-9063-4a22-a845-e2cead50adea,Yume to Koi de wa Tsuriawanai,Love and Dreams Don't Mix,Torii Shiduku,Torii Shiduku,Romance; Comedy; Girls' Love; School Life,,completed,2024.0,safe,ja,22118,9.1287,9.105575854539763,37,0,[]
433,92d3e351-4802-4e74-bbc4-e771a977b572,Grace Gildeurigi,Taming Grace,Seo Rim,Mokma,Psychological; Long Strip; Girls' Love; Drama; Web Comic; Full Color,,completed,,safe,ko,4694,9.2486,9.105075870961027,28,0,[]
434,4abd394b-94d0-4779-b4cf-aaa0ad266c30,Tasogare Otome × Amnesia,Dusk Maiden of Amnesia,MAYBE,MAYBE,Ghosts; Romance; Comedy; Drama; School Life; Horror; Supernatural; Mystery; Tragedy,shounen,completed,2008.0,suggestive,ja,13735,9.1543,9.10436350346429,47,2,"[{""id"": ""9e5bb28d-1410-425f-b958-617d7b4e6664"", ""relation"": ""doujinshi"", ""title"": ""Tasogare Otome x Amnesia - Tanrei Otome (Doujinshi)""}, {""id"": ""bc113b54-da29-40b1-af81-6c1e29f89523"", ""relation"": ""doujinshi"", ""title"": ""Tasogare Otome x Amnesia - Koisuru Otome Yuuko-san (Doujinshi)""}]"
435,b891b872-ee9c-4daf-a187-62fe7c777445,Colette wa Shinu Koto ni Shita,Colette Decides to Die,Yukimura Alto,Yukimura Alto,Romance; Comedy; Drama; Medical; Fantasy,shoujo,completed,2013.0,safe,ja,18075,9.2015,9.103950847227495,123,1,"[{""id"": ""ab1c1064-f60d-4381-8c58-3592febb23ec"", ""relation"": ""sequel"", ""title"": ""Colette wa Shinu Koto ni Shita: Megami-hen""}]"
436,85b51b37-0ce6-4144-a19b-6b064bc2c2ae,Geu Angnyeo reul Josimhaseyo!,Beware the Villainess!,Berry (열매); Soda Ice (뽕따맛스크류바),Blue Canna (푸른칸나),Reincarnation; Action; Demons; Long Strip; Romance; Comedy; Magic; Isekai; Drama; Fantasy; Villainess; Adaptation; Full Color,,completed,2020.0,safe,ko,106186,9.1138,9.103790438425381,2185,1,"[{""id"": ""2af0ef15-7476-496e-b3be-2c9f259b773e"", ""relation"": ""alternate_version"", ""title"": ""Beware the Villainess! (Book Version)""}]"
437,003ef8e4-0ae6-4dfe-8195-cd42a8cf37dc,High School Boy,High School Boy,Park Gee/Ji (박지),Park Gee/Ji (박지),Action; Long Strip; Boys' Love; Sexual Violence; School Life; Delinquents; Web Comic; Full Color,,ongoing,2023.0,suggestive,ko,10885,9.1493,9.10327839634839,81,0,[]
438,7f366313-64da-4f0a-9beb-32c7c8074f50,On or Off,On or Off,A1,A1,Long Strip; Romance; Comedy; Boys' Love; Office Workers; Drama; Slice of Life; Full Color,,completed,2019.0,erotica,ko,8927,9.1827,9.102881495478666,46,1,"[{""id"": ""6a67ae6b-16bc-44db-b383-c7cf83469310"", ""relation"": ""sequel"", ""title"": ""Work Love Balance (A1)""}]"
439,cfbc0260-e49e-411e-b046-a476c5c60bc5,Cat Massage Therapy,Cat Massage Therapy,Hisakawa Haru,Hisakawa Haru,Animals; Office Workers; Full Color,josei,completed,2019.0,safe,ja,4944,9.3612,9.102656561910003,57,0,[]
440,d5cdc845-fd5d-4497-a993-131d65e00e97,Agdangui Appaleul Kkosyeola,Flirting with the Villain's Dad,Dalseul (달슬),Via,Reincarnation; Long Strip; Romance; Comedy; Magic; Isekai; Drama; Fantasy; Adaptation; Full Color,,completed,2020.0,safe,ko,56987,9.1283,9.102158274914093,895,0,[]
441,30460ee1-e7c1-4b1a-90a0-6861f9992c17,Eyeshield 21,Eyeshield 21,Inagaki Riichiro,Murata Yuusuke,Thriller; Action; Comedy; Sports; Adventure; Drama; School Life; Delinquents; Slice of Life,shounen,completed,2002.0,safe,ja,9533,9.1746,9.10210225700541,34,7,"[{""id"": ""030539f7-fe9d-492c-9dc9-91b10b4f3eb1"", ""relation"": ""doujinshi"", ""title"": ""Eyeshield 21 - Devil Mania (Doujinshi)""}, {""id"": ""282a8dd3-ff00-4a81-86b0-8c9ac4271bdb"", ""relation"": ""doujinshi"", ""title"": ""Eyeshield 21 - Midsummer Miracle (Doujinshi)""}, {""id"": ""3bce85cf-0459-42ca-be2d-5ec56445fce9"", ""relation"": ""sequel"", ""title"": ""Eyeshield 21: Brain x Brave""}, {""id"": ""8f8c4f0e-93f5-433e-ba13-017746b485ec"", ""relation"": ""doujinshi"", ""title"": ""Jump All Stars Battle (Doujinshi)""}, {""id"": ""a14176d9-9832-43d2-b98a-f16fa4e82021"", ""relation"": ""doujinshi"", ""title"": ""Jump Super Stars""}, {""id"": ""a749ae8b-14ab-4c76-b8f3-999d743b4c5b"", ""relation"": ""doujinshi"", ""title"": ""Eyeshield 21 - Sena no Fuku o Nugasanaide (Doujinshi)""}, {""id"": ""f445aff3-fc8d-4784-9b82-c808387934be"", ""relation"": ""doujinshi"", ""title"": ""Seinen Jarip (Doujinshi)""}]"
442,2674b676-f69b-4fea-b5eb-d19803d41fce,Imaizumin-chi wa Douyara Gal no Tamariba ni Natteru Rashii ~DEEP~,Imaizumi Brings All the Gals to His House,Nori5rou,Nori5rou,Romance; Comedy; Harem; School Life; Slice of Life; Gyaru,seinen,ongoing,2022.0,erotica,ja,84722,9.1216,9.101547347624035,65,2,"[{""id"": ""2678cc3f-eee1-4659-9202-28c28bc2e141"", ""relation"": ""side_story"", ""title"": ""Imaizumin-chi wa Douyara Gal no Tamariba ni Natteru Rashii""}, {""id"": ""8b0df694-ea60-4b1d-b432-5f4ce6401d2f"", ""relation"": ""side_story"", ""title"": ""[Omake] Imaizuminchi wa Douyara Gal no Tamariba ni Natteru Rashii""}]"
443,94589231-4a4c-4fa2-a0fd-48e27ee61b63,Danshi Koukousei no Nichijou,The Daily Lives of High School Boys,Yamauchi Yasunobu,Yamauchi Yasunobu,Comedy; School Life; Slice of Life,shounen,completed,2009.0,safe,ja,6480,9.2474,9.101149739896428,22,2,"[{""id"": ""1700575d-1780-469d-84e5-6046345b471a"", ""relation"": ""shared_universe"", ""title"": ""Joshi Koukousei no Nichijou""}, {""id"": ""2fcb248c-9e9b-4c60-badd-437c9db39d8b"", ""relation"": ""spin_off"", ""title"": ""The Daily Lives of High School Boys Anthology""}]"
444,1a667dd0-36bf-4c0f-82a2-1067ccdbe5c0,My Love Mix-Up!,My Love Mix-Up!,Hinekure Wataru,Aruko,Romance; Comedy; Boys' Love; School Life,shoujo,completed,2019.0,safe,ja,8685,9.2067,9.10086294756086,55,0,[]
445,e7dc94e5-8276-4fe9-929c-65fa62c42160,Harukaze no Étranger,Harukaze no Étranger,Kii Kanna,Kii Kanna,Romance; Comedy; Boys' Love; Drama; Slice of Life,,ongoing,2014.0,erotica,ja,9672,9.2058,9.100483180427783,21,1,"[{""id"": ""18ef5b8d-4d47-4c05-92a8-ecf08cb67347"", ""relation"": ""prequel"", ""title"": ""Umibe no Étranger""}]"
446,17eebcc7-d993-446c-84be-c222bfb27794,Tensei Akuma no Saikyou Yuusha Ikusei Keikaku,Reincarnated Devil’s Plan for Raising the Strongest Hero,Tamago Kake Candy,Segawa Ryuu,Reincarnation; Monsters; Action; Demons; Comedy; Adventure; Magic; Isekai; Fantasy; Monster Girls; Adaptation,shounen,ongoing,2023.0,safe,ja,37260,9.1356,9.100387542896515,45,0,[]
447,8a2e20cc-bdc8-47f1-80fd-b6da4b2703df,My Life as an Internet Novel,My Life as an Internet Novel,Yu Han-ryeo,A Hyeon (아현),Long Strip; Romance; Comedy; Reverse Harem; Isekai; Drama; School Life; Web Comic; Slice of Life; Supernatural; Adaptation; Full Color,,ongoing,2019.0,safe,ko,40342,9.1318,9.10027622910256,996,0,[]
448,da36a727-7686-4e92-8fac-94bc292b8e91,Toshokan no Daimajutsushi,Magus of the Library,Izumi Mitsu,Izumi Mitsu,Adventure; Fantasy; Slice of Life; Supernatural,seinen,ongoing,2017.0,safe,ja,13597,9.2524,9.099834347538266,44,1,"[{""id"": ""001eef12-c170-45e1-94ff-ffddb48c0bea"", ""relation"": ""alternate_story"", ""title"": ""Toshokan no Minarai Shisho""}]"
449,07e2dbbd-a681-41d2-85e4-944735cc42e1,"Toumei na Yoru ni Kakeru Kimi to, Me ni Mienai Koi wo Shita.",Love Unseen Beneath the Clear Night Sky,Shima Nanigashi,hat.,Romance; Drama; Adaptation; Tragedy,seinen,ongoing,2024.0,safe,ja,7260,9.3723,9.099053564950333,12,0,[]
450,f7b1ce54-67df-4e08-9e79-d7187faa3584,Toukyou 卍 Revengers: Baji Keisuke kara no Tegami,Tokyo Revengers: Letter from Keisuke Baji,Natsukawaguchi Yukinori,Natsukawaguchi Yukinori,Action; Comedy; Drama; Delinquents; Tragedy,shounen,completed,2022.0,safe,ja,2823,9.3528,9.098464068047114,7,2,"[{""id"": ""59b36734-f2d6-46d7-97c0-06cfd2380852"", ""relation"": ""main_story"", ""title"": ""Toukyou 卍 Revengers""}, {""id"": ""90c12e23-682a-4f73-93e1-4298cfa03dd5"", ""relation"": ""alternate_story"", ""title"": ""Todai Revengers""}]"
451,4a4d2e5f-c4f4-47e3-9725-133bd5869c05,"Love Comedy Manga ni Haitteshimatta node, Oshi no Make Heroine wo Zenryoku de Shiawase ni Suru","Since I’ve Entered the World of Romantic Comedy Manga, I’ll Do My Best to Make the Losing Heroine Happy",Shiryu,Bara; Shiharu,Reincarnation; Romance; Comedy; Isekai; School Life; Adaptation,,hiatus,2022.0,safe,ja,66952,9.1213,9.09808335954087,102,0,[]
452,2574057b-7098-45b4-9614-16d1250e05fc,Kimi no Yoru ni Fureru,Kimi no Yoru ni Fureru,Mori Moyori,Mori Moyori,Romance; Boys' Love; Crime; Drama,,completed,2021.0,suggestive,ja,3502,9.2718,9.097104265156679,4,0,[]
453,4a89da3a-ebf9-467b-94a1-beeb7d1bd3e8,Koi yori Aoku,A Love Yet to Bloom,Fukaumi Kon,Fukaumi Kon,Romance; Girls' Love; Drama; Slice of Life,seinen,ongoing,2023.0,safe,ja,20522,9.1553,9.097093636259187,24,0,[]
454,274a8e39-71a8-4bd2-af19-4572518fe44f,Simhaesu,Leviathan,Lee Gyuntak (이경탁),Ooyama Takumi (노미영),Thriller; Sci-Fi; Monsters; Action; Psychological; Long Strip; Survival; Adventure; Post-Apocalyptic; Gore; Fantasy; Web Comic; Full Color; Tragedy,,completed,2018.0,suggestive,ko,8396,9.2164,9.096381895204264,30,0,[]
455,fabf4151-4b52-4e6b-ac85-f4979b5d2120,Opium,Opium,Aji,Junghyun,Historical; Crime; Girls' Love; Medical,,completed,2020.0,erotica,ko,3342,9.381,9.095679193360679,5,0,[]
456,18ef1e92-f574-4c8c-99af-555e44ba418e,Touhou Ibara Kasen ~ Wild and Horned Hermit.,Eastern Thorned Poet Hermit ~ Wild and Horned Hermit.,ZUN,Azuma Aya,Comedy; Fantasy; Slice of Life; Supernatural,seinen,completed,2010.0,safe,ja,5402,9.2406,9.093307511232176,18,7,"[{""id"": ""0483d2ef-557e-43ae-9761-2f2f0677625a"", ""relation"": ""shared_universe"", ""title"": ""Touhou Suichouka: Lotus Eater-tachi no Suisei""}, {""id"": ""8b98e414-3eae-4b4f-b43b-5e75fbbb0014"", ""relation"": ""shared_universe"", ""title"": ""Touhou Sangetsusei ~ Visionary Fairies in Shrine.""}, {""id"": ""9a954c41-dcc4-4781-b0c5-6300e4e76a99"", ""relation"": ""shared_universe"", ""title"": ""Touhou Sangetsusei: Eastern and Little Nature Deity""}, {""id"": ""a2a738f4-0fe4-4968-95a8-5ebcb7f86f72"", ""relation"": ""spin_off"", ""title"": ""The Grimoire of Usami - Hifuu Kurabu Ikai Satsuei Kiroku""}, {""id"": ""dbae4cf5-27de-40eb-b9e1-346c4f2cf8aa"", ""relation"": ""shared_universe"", ""title"": ""Touhou Suzunaan ~ Forbidden Scrollery.""}, {""id"": ""f4fa3679-6918-4684-bcb6-377c9f336898"", ""relation"": ""shared_universe"", ""title"": ""Touhou Chireikiden: Hansoku Tantei Satori""}, {""id"": ""febf0ddb-7ed0-41a1-b662-78ab81212fb9"", ""relation"": ""same_franchise"", ""title"": ""Touhou Project (Franchise)""}]"
457,f4904da8-2250-461b-bb29-3ec177c40bb9,Splatoon,Splatoon,Nintendo; Hinodeya Sankichi (ひのでや参吉),Hinodeya Sankichi (ひのでや参吉),Thriller; Sci-Fi; Action; Comedy; Sports; Adventure; Video Games; Drama; Adaptation,shounen,ongoing,2016.0,safe,ja,4479,9.2497,9.093047739561753,68,8,"[{""id"": ""34fda08c-957b-46c5-a7f4-4149c407785a"", ""relation"": ""same_franchise"", ""title"": ""Splatoon 2 Hero Mode ~Missing Diva~""}, {""id"": ""4ac8d4ec-c013-4704-a406-314eca24d667"", ""relation"": ""doujinshi"", ""title"": ""Splatoon - Tanoshii Sex (Doujinshi)""}, {""id"": ""8e430045-1886-480c-8be9-86a4d2b3b619"", ""relation"": ""doujinshi"", ""title"": ""Splatoon - Michi to no Souguu (Doujinshi)""}, {""id"": ""a9254eb3-bb4e-418a-99f3-1c7194fe8142"", ""relation"": ""doujinshi"", ""title"": ""Splatoon - Yasashii xxx (Doujinshi)""}, {""id"": ""b24ffb63-b9e1-40d6-a2b3-338dacbcc716"", ""relation"": ""same_franchise"", ""title"": ""Splatoon 2 Octo Expansion""}, {""id"": ""c6490cc0-443f-4c49-9273-ca3148a89b39"", ""relation"": ""same_franchise"", ""title"": ""Splatoon - Squid Kids Comedy Show""}, {""id"": ""d79fdf16-153a-4a0a-95b8-c208b1162644"", ""relation"": ""sequel"", ""title"": ""Splatoon: Bankara!""}, {""id"": ""f5f3ce89-0504-4bde-b0bf-212b6073c1c6"", ""relation"": ""alternate_story"", ""title"": ""Splatoon - Deep Cut's Island Misadventures""}]"
458,7c418a1c-9241-451e-995a-31f673b4340a,Maou-jou de Oyasumi,Sleepy Princess in the Demon Castle,Kumanomata Kagiji,Kumanomata Kagiji,Monsters; Action; Demons; Romance; Comedy; Magic; Fantasy; Slice of Life; Supernatural,shounen,ongoing,2016.0,safe,ja,39970,9.131,9.093023106876556,403,2,"[{""id"": ""440309f2-652c-4abe-9505-4d7c1a9cb50a"", ""relation"": ""doujinshi"", ""title"": ""Maoujou de Oyasumi - Akuma no Keiyaku (Doujinshi)""}, {""id"": ""e3bfbdf2-fa8b-4a23-83ea-d5a112e28471"", ""relation"": ""doujinshi"", ""title"": ""Maoujou de Oyasumi - Maoujyou de Onanii (Doujinshi)""}]"
459,72d1ae71-4391-4bb2-9f39-784af3cc3c71,JoJo no Kimyou na Bouken: Part 6 - Stone Ocean Color-ban,"JoJo’s Bizarre Adventure, Part 6: Stone Ocean - Digital Colored Comics",Araki Hirohiko,Araki Hirohiko,Award Winning; Official Colored; Action; Comedy; Adventure; Gore; Drama; Supernatural; Mystery,shounen,completed,2013.0,safe,ja,37391,9.1065,9.091909668395912,139,2,"[{""id"": ""1044287a-73df-48d0-b0b2-5327f32dd651"", ""relation"": ""sequel"", ""title"": ""JoJo no Kimyou na Bouken: Part 7 - Steel Ball Run Color-ban""}, {""id"": ""fd917921-5e97-479f-b22c-5d7f00e1c830"", ""relation"": ""prequel"", ""title"": ""JoJo no Kimyou na Bouken: Part 5 - Ougon no Kaze Color-ban""}]"
460,a437129d-18e9-48d7-9484-9fb9b9073ddd,Uchuu Kyoudai,Space Brothers,Koyama Chuuya,Koyama Chuuya,Award Winning; Sci-Fi; Psychological; Comedy; Drama; Delinquents; Slice of Life,seinen,ongoing,2007.0,safe,ja,5615,9.4139,9.09176266123917,18,0,[]
461,9384d8e3-fb58-46da-8cf5-26602126d157,Kids on the Slope,Kids on the Slope,Kodama Yuki,Kodama Yuki,Award Winning; Romance; Drama; School Life; Slice of Life; Music,josei,completed,2007.0,safe,ja,3258,9.2844,9.090891947280422,23,0,[]
462,b5351a0c-96af-49f7-898e-17914a082561,Boku no Kanojo wa Dekkawaii,My Girlfriend Is a Colossal Cutie,sanorin,sanorin,Romance; Comedy; School Life; Slice of Life,seinen,ongoing,2024.0,safe,ja,68296,9.1169,9.090814137580894,63,0,[]
463,ecf03a97-2194-4e4b-b4cd-741b98015957,Kaya-chan wa Kowakunai,Kaya-chan Isn’t Scary,Yuritarou,Yuritarou,Action; Ghosts; School Life; Horror; Supernatural,seinen,ongoing,2022.0,safe,ja,19989,9.1686,9.089895935471567,23,1,"[{""id"": ""1cf72b44-dfee-4278-a263-d60686652b81"", ""relation"": ""side_story"", ""title"": ""Kaya-chan wa Kowakunai: Twitter Extras""}]"
464,b9a99e3f-6803-4efe-9f7c-f7d566703e4c,Barakamon,Barakamon,Yoshino Satsuki,Yoshino Satsuki,Comedy; School Life; Slice of Life,shounen,completed,2009.0,safe,ja,8234,9.2543,9.089561671977606,26,3,"[{""id"": ""42526adc-bff3-4576-ae7f-1522c60a16f6"", ""relation"": ""doujinshi"", ""title"": ""Barakamon - Futari Dake no Wonderland (Doujinshi)""}, {""id"": ""509c8055-a049-46b1-a453-ae3b43c84683"", ""relation"": ""doujinshi"", ""title"": ""Barakamon - Extension Talking (Doujinshi)""}, {""id"": ""fcd036fc-54c0-4f33-bc53-1725a7c4c9cd"", ""relation"": ""prequel"", ""title"": ""Handa-kun""}]"
465,fa442671-f5ef-4397-93c4-0560b9a3a278,Make Heroine o Katasetai!!,I Want To Make The Losing Heroine Win!!,Nakayama Michiru,Tatsuwaipu,Romance; Comedy; School Life; Slice of Life,shounen,hiatus,2025.0,safe,ja,52392,9.1174,9.089315808588669,112,0,[]
466,129b4380-a229-4179-acc0-990f3a99e132,Rojica to Rakkasei,Rojica to Rakkasei,Kinome,Kinome,Psychological; Comedy; Adventure; Post-Apocalyptic; Fantasy; Slice of Life,seinen,completed,2018.0,safe,ja,3595,9.2564,9.088706949599295,73,0,[]
467,7e2933d2-8587-4c0f-b69c-4233864b96a8,Ousama Ranking,Ranking of Kings,Tooka Sousuke,Tooka Sousuke,Demons; Comedy; Martial Arts; Adventure; Magic; Drama; Fantasy; Web Comic,shounen,ongoing,2017.0,safe,ja,15006,9.2148,9.088288026308554,21,0,[]
468,c83006f3-e650-46fd-b6de-a88df6b59fab,Umamusume - Pretty Derby PisuPisu☆SupiSupi - Golshi-chan,Umamusume - Pretty Derby PisuPisu☆SupiSupi - Golshi-chan,Naoki Shibata,Naoki Shibata,Comedy; Sports; School Life; Slice of Life; Adaptation,shounen,ongoing,2023.0,safe,ja,3494,9.4454,9.087061129402,7,5,"[{""id"": ""19e83dd3-083b-47a2-a308-8eb56c53df1f"", ""relation"": ""same_franchise"", ""title"": ""Uma Musume: Pretty Derby—Anthology Comic STAR""}, {""id"": ""50d011bb-09a6-46c7-8078-7ba96558a864"", ""relation"": ""same_franchise"", ""title"": ""Uma Musume (Franchise)""}, {""id"": ""778b8438-af3a-4534-841c-adf923b55ee1"", ""relation"": ""same_franchise"", ""title"": ""Uma Musume - Pretty Derby: Star Blossom""}, {""id"": ""a9dd451c-3c45-4d66-a818-4e1b78855838"", ""relation"": ""same_franchise"", ""title"": ""Uma Musume - Cinderella Gray""}, {""id"": ""db90d832-59a6-4f1a-97cc-84226bdd5d12"", ""relation"": ""same_franchise"", ""title"": ""Uma Musume - Pretty Derby - Uma Musumeshi""}]"
469,b23c1571-16f8-4869-8cda-9883ad9aa71d,Gakuen Alice,Gakuen Alice,Higuchi Tachibana,Higuchi Tachibana,Action; Psychological; Romance; Comedy; Adventure; Drama; School Life; Fantasy; Supernatural; Mystery; Tragedy,shoujo,completed,2002.0,safe,ja,3690,9.288,9.086382129975469,18,2,"[{""id"": ""3fd0cd6f-02ae-47c6-b5d7-1091bf819ba6"", ""relation"": ""doujinshi"", ""title"": ""Gakuen Alice - Words of Affection (Doujinshi)""}, {""id"": ""beeeb7c6-f320-48bb-be8d-671c1063fdb1"", ""relation"": ""sequel"", ""title"": ""Kageki no Kuni no Alice""}]"
470,129c90ca-b997-4789-a748-e8765bc67a65,Ichinichi Goto ni Tsun ga Hetteku Tsuntsuntsuntsuntsuntsuntsuntsuntsuntsuntsundere Joshi,The Tsuntsuntsuntsuntsuntsuntsuntsuntsuntsuntsundere Girl Getting Less and Less Tsun Day by Day,Yaki Tomato,Yaki Tomato,Romance; Comedy; School Life; Web Comic; Slice of Life,,completed,2022.0,suggestive,ja,80116,9.0946,9.08569093503525,96,1,"[{""id"": ""e7a78264-d8e0-4427-9540-a96ae77acf6f"", ""relation"": ""side_story"", ""title"": ""Seijin Muke Tsundere-chan Shinchoku Houkoku""}]"
